,open_SAR,open_USD,high_SAR,high_USD,low_SAR,low_USD,close_SAR,close_USD,volume
2019-08-28,38200.411776,10185.69,38625.3696,10299.0,36007.627904,9601.01,36457.6384,9721.0,42110
2019-08-27,38905.14944,10373.6,38970.706432,10391.08,37695.570432,10051.08,38198.01152,10185.05,28402
2019-08-26,38039.144576,10142.69,39769.2416,10604.0,38021.292672,10137.93,38900.0864,10372.25,41687
2019-08-25,38008.841344,10134.61,38752.8832,10333.0,37155.100288,9906.97,38039.144576,10142.69,26271
2019-08-24,38959.755264,10388.16,39076.992768,10419.42,37091.456,9890.0,38007.86624,10134.35,27692
2019-08-23,37878.66496,10099.9,39172.928,10445.0,37578.220416,10019.79,38964.96832,10389.55,27550
2019-08-22,38032.131328,10140.82,38411.5968,10242.0,36611.4048,9762.0,37878.589952,10099.88,34059
2019-08-21,40356.216704,10760.51,40519.809152,10804.13,36971.4432,9858.0,38038.694528,10142.57,47355
2019-08-20,40934.603392,10914.73,41066.729984,10949.96,39604.224,10560.0,40356.216704,10760.51,32298
2019-08-19,38652.259968,10306.17,40991.872,10930.0,38473.85344,10258.6,40937.641216,10915.54,37243
2019-08-18,38314.27392,10216.05,39379.2,10500.0,37804.032,10080.0,38654.547712,10306.78,24085
2019-08-17,38745.94496,10331.15,39248.461056,10465.14,37504.0,10000.0,38314.161408,10216.02,29000
2019-08-16,38617.006208,10296.77,39514.326912,10536.03,36566.4,9750.0,38747.407616,10331.54,51758
2019-08-15,37710.872064,10055.16,39229.184,10460.0,37170.2144,9911.0,38606.355072,10293.93,38174
2019-08-14,40854.457344,10893.36,40869.908992,10897.48,37234.34624,9928.1,37692.907648,10050.37,54451
2019-08-13,42748.37184,11398.35,42965.182464,11456.16,40461.00288,10788.45,40852.019584,10892.71,33234
2019-08-12,43276.165632,11539.08,43421.718656,11577.89,42136.944128,11235.32,42739.858432,11396.08,17568
2019-08-11,42414.173696,11309.24,43504.64,11600.0,41674.857344,11112.11,43317.007488,11549.97,26772
2019-08-10,44554.676992,11879.98,44948.544,11985.0,42267.008,11270.0,42414.436224,11309.31,42633
2019-08-09,44982.935168,11994.17,45176.118272,12045.68,43879.68,11700.0,44554.714496,11879.99,39427
2019-08-08,44911.190016,11975.04,45229.824,12060.0,43208.3584,11521.0,45003.937408,11999.77,51207
2019-08-07,43060.930176,11481.69,45534.243968,12141.17,42690.203136,11382.84,44911.152512,11975.03,69173
2019-08-06,44367.232,11830.0,46245.05728,12330.7,42104.61568,11226.7,43060.930176,11481.69,76705
2019-08-05,40991.834496,10929.99,44770.475008,11937.52,40983.62112,10927.8,44362.73152,11828.8,65153
2019-08-04,40567.551744,10816.86,41404.416,11040.0,39574.2208,10552.0,40988.984192,10929.23,39924
2019-08-03,39468.272,10523.75,40897.249408,10904.77,39371.436672,10497.93,40567.551744,10816.86,33802
2019-08-02,38910.4,10375.0,40016.768,10670.0,38559.17504,10281.35,39468.272,10523.75,42990
2019-08-01,37806.019712,10080.53,39258.662144,10467.86,36991.920384,9863.46,38910.362496,10374.99,41727
2019-07-31,35910.08,9575.0,37915.79392,10109.8,35835.072,9555.0,37806.019712,10080.53,39515
2019-07-30,35662.816128,9509.07,36432.435712,9714.28,35261.2608,9402.0,35907.117184,9574.21,32536
2019-07-29,35784.591616,9541.54,36487.6416,9729.0,35235.008,9395.0,35657.453056,9507.64,29021
2019-07-28,35549.741568,9478.92,35985.050496,9594.99,34372.416,9165.0,35784.591616,9541.54,29401
2019-07-27,36843.9296,9824.0,38211.550464,10188.66,35002.4832,9333.0,35540.740608,9476.52,43809
2019-07-26,37062.01536,9882.15,37091.380992,9889.98,36142.6048,9637.0,36843.9296,9824.0,27167
2019-07-25,36616.65536,9763.4,38160.32,10175.0,36454.000512,9720.03,37053.464448,9879.87,37873
2019-07-24,36996.870912,9864.78,37267.7248,9937.0,35722.56,9525.0,36616.205312,9763.28,43475
2019-07-23,38790.687232,10343.08,38794.025088,10343.97,36836.4288,9822.0,36997.358464,9864.91,47624
2019-07-22,39717.29856,10590.15,40066.123264,10683.16,37879.04,10100.0,38780.298624,10340.31,40467
2019-07-21,40280.308608,10740.27,40571.45216,10817.9,38584.1152,10288.0,39714.67328,10589.45,38834
2019-07-20,39400.877312,10505.78,41513.140096,11068.99,38816.64,10350.0,40280.158592,10740.23,47331
2019-07-19,39861.651456,10628.64,40390.720384,10769.71,37960.948736,10121.84,39395.289216,10504.29,56546
2019-07-18,36262.092544,9668.86,40459.3152,10788.0,34698.7008,9252.0,39856.100864,10627.16,80283
2019-07-17,35366.909568,9430.17,37342.7328,9957.0,33978.624,9060.0,36258.567168,9667.92,84942
2019-07-16,40631.008512,10833.78,41359.4112,11028.0,35066.277504,9350.01,35402.238336,9439.59,97219
2019-07-15,38157.244672,10174.18,41629.44,11100.0,36978.944,9860.0,40649.535488,10838.72,81922
2019-07-14,42588.717312,11355.78,42949.5808,11452.0,37890.2912,10103.0,38157.244672,10174.18,72517
2019-07-13,44094.277888,11757.22,44254.644992,11799.98,40616.832,10830.0,42588.642304,11355.76,54245
2019-07-12,42540.337152,11342.88,44573.504,11885.0,41528.1792,11073.0,44094.277888,11757.22,56321
2019-07-11,45410.255744,12108.11,45423.832192,12111.73,41254.4,11000.0,42540.374656,11342.89,87506
2019-07-10,47061.931904,12548.51,49306.808832,13147.08,43388.3776,11569.0,45411.230848,12108.37,109246
2019-07-09,45899.64544,12238.6,47985.355392,12794.73,45259.8272,12068.0,47042.804864,12543.41,78442
2019-07-08,42792.064,11410.0,46272.547712,12338.03,42079.488,11220.0,45899.64544,12238.6,52182
2019-07-07,42216.19008,11256.45,43272.1152,11538.0,41608.325248,11094.37,42777.962496,11406.24,38884
2019-07-06,41188.430464,10982.41,43748.416,11665.0,41121.298304,10964.51,42216.340096,11256.49,51469
2019-07-05,41800.720768,11145.67,42780.175232,11406.83,40490.968576,10796.44,41144.625792,10970.73,63534
2019-07-04,44779.776,11940.0,45004.8,12000.0,41460.672,11055.0,41800.720768,11145.67,66512
2019-07-03,40673.012992,10844.98,44974.384256,11991.89,40658.236416,10841.04,44779.776,11940.0,96815
2019-07-02,39847.62496,10624.9,41024.688,10938.75,36480.1408,9727.0,40665.02464,10842.85,109561
2019-07-01,40707.21664,10854.1,42313.062912,11282.28,37616.512,10030.0,39847.737472,10624.93,90962
2019-06-30,44641.498752,11903.13,45679.872,12180.0,40376.918912,10766.03,40707.21664,10854.1,84512
2019-06-29,46531.437824,12407.06,46660.751616,12441.54,43035.915008,11475.02,44641.498752,11903.13,69642
2019-06-28,42491.994496,11329.99,46804.992,12480.0,41190.193152,10982.88,46507.322752,12400.63,95795
2019-06-27,49124.164352,13098.38,50548.041216,13478.04,39473.33504,10525.1,42491.994496,11329.99,173894
2019-06-26,44334.528512,11821.28,52393.088,13970.0,44033.4464,11741.0,49106.98752,13093.8,155930
2019-06-25,41466.635136,11056.59,44442.24,11850.0,41351.9104,11026.0,44332.953344,11820.86,61276
2019-06-24,40901.67488,10905.95,41793.069952,11143.63,39832.24832,10620.8,41466.635136,11056.59,43101
2019-06-23,40238.0416,10729.0,42726.957056,11392.64,39586.147072,10555.18,40902.124928,10906.07,57445
2019-06-22,38103.538944,10159.86,41854.464,11160.0,37210.418688,9921.72,40239.9168,10729.5,104169
2019-06-21,35696.532224,9518.06,38160.282496,10174.99,35696.532224,9518.06,38103.538944,10159.86,50484
2019-06-20,34705.301504,9253.76,35966.336,9590.0,34410.67008,9175.2,35693.006848,9517.12,34556
2019-06-19,34061.020288,9081.97,34893.7216,9304.0,33603.584,8960.0,34711.789696,9255.49,32147
2019-06-18,34924.212352,9312.13,35015.084544,9336.36,33566.08,8950.0,34059.44512,9081.55,51554
2019-06-17,33577.3312,8953.0,35418.7776,9444.0,33566.08,8950.0,34931.075584,9313.96,47895
2019-06-16,33043.911808,8810.77,35002.4832,9333.0,32853.504,8760.0,33578.568832,8953.33,63289
2019-06-15,32444.260352,8650.88,33247.258496,8864.99,32132.039552,8567.63,33036.14848,8808.7,31791
2019-06-14,30814.936576,8216.44,32570.011264,8684.41,30544.457728,8144.32,32440.96,8650.0,39835
2019-06-13,30481.901056,8127.64,31165.148928,8309.82,30040.816512,8010.03,30822.812416,8218.54,30467
2019-06-12,29571.52896,7884.9,30753.28,8200.0,29211.828096,7788.99,30481.901056,8127.64,41597
2019-06-11,29931.9424,7981.0,30040.704,8010.0,28848.939392,7692.23,29571.52896,7884.9,30334
2019-06-10,28606.438528,7627.57,30078.208,8020.0,28169.2544,7511.0,29938.5056,7982.75,36756
2019-06-09,29610.458112,7895.28,29759.424,7935.0,28152.977664,7506.66,28608.538752,7628.13,31568
2019-06-08,29924.216576,7978.94,30170.65536,8044.65,29069.3504,7751.0,29604.232448,7893.62,22657
2019-06-07,29206.502528,7787.57,30378.24,8100.0,29018.682496,7737.49,29930.179712,7980.53,33942
2019-06-06,29170.911232,7778.08,29508.634752,7868.13,27920.152832,7444.58,29203.23968,7786.7,36624
2019-06-05,28829.474816,7687.04,29615.78368,7896.7,28400.954112,7572.78,29164.9856,7776.5,48679
2019-06-04,30436.971264,8115.66,30436.971264,8115.66,28056.817408,7481.02,28829.437312,7687.03,74143
2019-06-03,32725.9904,8726.0,33007.08288,8800.95,30306.23232,8080.8,30437.571328,8115.82,45692
2019-06-02,32047.54304,8545.1,33058.950912,8814.78,31968.4096,8524.0,32725.915392,8725.98,27835
2019-06-01,32084.672,8555.0,32350.9504,8626.0,31662.226944,8442.36,32043.680128,8544.07,31868
2019-05-31,31004.93184,8267.1,32230.9376,8594.0,30410.1184,8108.5,32084.672,8555.0,44727
2019-05-30,32427.8336,8646.5,34032.104704,9074.26,30021.952,8005.0,31014.082816,8269.54,70379
2019-05-29,32691.749248,8716.87,32816.0,8750.0,31528.11264,8406.6,32424.758272,8645.68,33880
2019-05-28,32825.451008,8752.52,32997.856896,8798.49,31918.266752,8510.63,32687.136256,8715.64,31470
2019-05-27,32300.470016,8612.54,33409.763328,8908.32,32212.1856,8589.0,32839.702528,8756.32,51886
2019-05-26,30089.4592,8023.0,32778.496,8740.0,29378.458368,7833.42,32307.558272,8614.43,49652
2019-05-25,29870.135808,7964.52,30347.48672,8091.8,29659.438336,7908.34,30098.497664,8025.41,28414
2019-05-24,29440.45248,7849.95,30490.752,8130.0,29125.6064,7766.0,29871.448448,7964.87,46664
2019-05-23,28607.30112,7627.8,29781.851392,7940.98,27981.7344,7461.0,29446.303104,7851.51,49648
2019-05-22,29644.961792,7904.48,30063.2064,8016.0,27996.736,7465.0,28609.663872,7628.43,49136
2019-05-21,29767.524864,7937.16,30161.916928,8042.32,29144.3584,7771.0,29646.424448,7904.87,52301
2019-05-20,30558.034176,8147.94,30588.374912,8156.03,28326.7712,7553.0,29771.23776,7938.15,65859
2019-05-19,27217.852928,7257.32,31034.897536,8275.09,27164.447232,7243.08,30560.059392,8148.48,65577
2019-05-18,27585.242112,7355.28,27970.4832,7458.0,26840.150144,7156.61,27218.34048,7257.45,37054
2019-05-17,29510.659968,7868.67,29721.92,7925.0,25926.5152,6913.0,27585.167104,7355.26,88752
2019-05-16,30637.317632,8169.08,31203.328,8320.0,28896.832,7705.0,29502.859136,7866.59,69630
2019-05-15,29797.903104,7945.26,30937.0496,8249.0,29440.64,7850.0,30640.280448,8169.87,37884
2019-05-14,29236.693248,7795.62,31375.8464,8366.0,28501.389824,7599.56,29806.529024,7947.56,76583
2019-05-13,26133.687296,6968.24,30378.24,8100.0,25765.248,6870.0,29218.278784,7790.71,85804
2019-05-12,26538.730496,7076.24,28209.683712,7521.78,25315.2,6750.0,26130.199424,6967.31,86948
2019-05-11,23909.400064,6375.16,27542.900096,7343.99,23900.73664,6372.85,26538.655488,7076.22,74022
2019-05-10,23289.79648,6209.95,24261.037568,6468.92,23147.4688,6172.0,23902.536832,6373.33,36623
2019-05-09,22452.369664,5986.66,23344.55232,6224.55,22441.305984,5983.71,23286.908672,6209.18,27453
2019-05-08,21926.113536,5846.34,22557.605888,6014.72,21648.05888,5772.2,22454.732416,5987.29,23074
2019-05-07,21564.499968,5749.92,22608.948864,6028.41,21556.324096,5747.74,21926.113536,5846.34,39905
2019-05-06,21651.734272,5773.18,21771.072,5805.0,21074.022656,5619.14,21556.511616,5747.79,25256
2019-05-05,21864.194432,5829.83,21901.96096,5839.9,21362.2784,5696.0,21660.885248,5775.62,23822
2019-05-04,21642.133248,5770.62,22127.36,5900.0,20955.17248,5587.45,21862.76928,5829.45,39682
2019-05-03,20607.735424,5494.81,21917.3376,5844.0,20543.078528,5477.57,21649.896576,5772.69,46297
2019-05-02,20189.15328,5383.2,20769.7152,5538.0,20139.648,5370.0,20600.459648,5492.87,22795
2019-05-01,19959.403776,5321.94,20259.6608,5402.0,19937.87648,5316.2,20189.15328,5383.2,17217
2019-04-30,19645.120256,5238.14,20027.060992,5339.98,19472.63936,5192.15,19955.165824,5320.81,22238
2019-04-29,19913.911424,5309.81,19997.1328,5332.0,19422.57152,5178.8,19645.120256,5238.14,19918
2019-04-28,19860.955776,5295.69,20027.136,5340.0,19725.153792,5259.48,19905.323008,5307.52,14371
2019-04-27,19933.376,5315.0,20036.512,5342.5,19718.365568,5257.67,19860.955776,5295.69,15422
2019-04-26,19578.850688,5220.47,20664.704,5510.0,19358.139648,5161.62,19930.00064,5314.1,48912
2019-04-25,20308.416,5415.0,20596.596736,5491.84,19134.5408,5102.0,19576.71296,5219.9,49636
2019-04-24,20593.108864,5490.91,20935.48288,5582.2,20002.19584,5333.35,20308.416,5415.0,48224
2019-04-23,20091.417856,5357.14,21002.24,5600.0,19998.670464,5332.41,20602.109824,5493.31,41262
2019-04-22,19717.390464,5257.41,20252.16,5400.0,19533.39584,5208.35,20091.417856,5357.14,29563
2019-04-21,19850.529664,5292.91,19930.93824,5314.35,19370.816,5165.0,19712.627456,5256.14,25549
2019-04-20,19722.153472,5258.68,20002.458368,5333.42,19614.96704,5230.1,19846.104192,5291.73,19168
2019-04-19,19721.253376,5258.44,19952.128,5320.0,19408.32,5175.0,19722.153472,5258.68,24611
2019-04-18,19511.118464,5202.41,19828.3648,5287.0,19497.57952,5198.8,19721.253376,5258.44,22619
2019-04-17,19403.519488,5173.72,19616.09216,5230.4,19302.55872,5146.8,19512.656128,5202.82,23307
2019-04-16,18845.57248,5024.95,19493.529088,5197.72,18766.776576,5003.94,19403.519488,5173.72,24242
2019-04-15,19244.352512,5131.28,19379.741952,5167.38,18564.48,4950.0,18845.57248,5024.95,29057
2019-04-14,18929.95648,5047.45,19325.773696,5152.99,18752.0,5000.0,19244.42752,5131.3,18281
2019-04-13,18928.2688,5047.0,19123.2896,5099.0,18767.0016,5004.0,18921.593088,5045.22,17292
2019-04-12,18817.144448,5017.37,19054.207232,5080.58,18231.519488,4861.22,18932.056704,5048.01,33276
2019-04-11,19906.598144,5307.86,19999.645568,5332.67,18478.2208,4927.0,18817.144448,5017.37,54696
2019-04-10,19314.56,5150.0,20334.6688,5422.0,19258.304,5135.0,19908.0608,5308.25,40073
2019-04-09,19646.020352,5238.38,19646.09536,5238.4,19039.580672,5076.68,19314.56,5150.0,34067
2019-04-08,19390.580608,5170.27,19895.872,5305.0,18898.2656,5039.0,19640.46976,5236.9,50178
2019-04-07,18909.779328,5042.07,19629.5936,5234.0,18849.5104,5026.0,19390.580608,5170.27,37615
2019-04-06,18770.601984,5004.96,19520.832,5205.0,18484.183936,4928.59,18916.605056,5043.89,41770
2019-04-05,18371.859456,4898.64,18857.836288,5028.22,18304.277248,4880.62,18770.56448,5004.95,39768
2019-04-04,18499.185536,4932.59,18898.565632,5039.08,17915.6608,4777.0,18371.934464,4898.66,61054
2019-04-03,18216.405376,4857.19,19783.397504,5275.01,17827.5264,4753.5,18499.22304,4932.6,109890
2019-04-02,15543.682816,4144.54,18369.421696,4897.99,15528.681216,4140.54,18216.780416,4857.29,105383
2019-04-01,15385.790976,4102.44,15596.78848,4158.7,15252.8768,4067.0,15543.757824,4144.56,25507
2019-03-31,15402.855296,4106.99,15437.096448,4116.12,15311.270528,4082.57,15391.45408,4103.95,13525
2019-03-30,15392.541696,4104.24,15526.656,4140.0,15196.6208,4052.0,15402.780288,4106.97,19509
2019-03-29,15107.436288,4028.22,15465.561984,4123.71,15091.722112,4024.03,15388.8288,4103.25,30084
2019-03-28,15150.040832,4039.58,15150.49088,4039.7,15009.1008,4002.0,15105.898624,4027.81,20089
2019-03-27,14809.467008,3948.77,15181.6192,4048.0,14762.13696,3936.15,15144.30272,4038.05,32364
2019-03-26,14759.586688,3935.47,14847.758592,3958.98,14604.0576,3894.0,14808.64192,3948.55,29349
2019-03-25,14969.15904,3991.35,14998.97472,3999.3,14584.217984,3888.71,14762.024448,3936.12,33192
2019-03-24,15024.139904,4006.01,15024.177408,4006.02,14814.08,3950.0,14972.271872,3992.18,17179
2019-03-23,14956.182656,3987.89,15072.220032,4018.83,14919.128704,3978.01,15024.139904,4006.01,17302
2019-03-22,14929.77984,3980.85,15031.6032,4008.0,14882.5248,3968.25,14952.582272,3986.93,20022
2019-03-21,15163.017216,4043.04,15261.577728,4069.32,14551.589504,3880.01,14928.992256,3980.64,35997
2019-03-20,15067.156992,4017.48,15189.12,4050.0,14928.4672,3980.5,15163.017216,4043.04,23432
2019-03-19,14955.957632,3987.83,15117.8624,4031.0,14889.088,3970.0,15059.843712,4015.53,19893
2019-03-18,14933.53024,3981.85,15140.3648,4037.0,14826.568832,3953.33,14955.882624,3987.81,22454
2019-03-17,15024.027392,4005.98,15046.6048,4012.0,14814.117504,3950.01,14930.867456,3981.14,18814
2019-03-16,14718.294784,3924.46,15215.297792,4056.98,14708.993792,3921.98,15024.027392,4005.98,28568
2019-03-15,14540.750848,3877.12,14773.650688,3939.22,14522.29888,3872.2,14715.669504,3923.76,21740
2019-03-14,14499.0464,3866.0,14701.568,3920.0,14290.636672,3810.43,14540.750848,3877.12,27048
2019-03-13,14561.640576,3882.69,14602.407424,3893.56,14401.536,3840.0,14499.0464,3866.0,24461
2019-03-12,14520.086144,3871.61,14646.06208,3905.2,14349.255424,3826.06,14561.790592,3882.73,26921
2019-03-11,14686.528896,3915.99,14765.249792,3936.98,14364.032,3830.0,14520.086144,3871.61,38066
2019-03-10,14789.439872,3943.43,14789.439872,3943.43,14557.890176,3881.69,14689.641728,3916.82,23187
2019-03-09,14494.845952,3864.88,14895.6512,3971.75,14456.8544,3854.75,14787.977216,3943.04,30979
2019-03-08,14527.661952,3873.63,14746.5728,3932.0,14251.52,3800.0,14494.883456,3864.89,34730
2019-03-07,14483.444736,3861.84,14646.81216,3905.4,14403.03616,3840.4,14527.699456,3873.64,26455
2019-03-06,14467.468032,3857.58,14652.8128,3907.0,14300.612736,3813.09,14483.444736,3861.84,24775
2019-03-05,13936.86144,3716.1,14540.67584,3877.1,13889.79392,3703.55,14468.030592,3857.73,32962
2019-03-04,14278.972928,3807.32,14364.032,3830.0,13766.555776,3670.69,13933.86112,3715.3,34742
2019-03-03,14326.415488,3819.97,14382.784,3835.0,14181.462528,3781.32,14280.5856,3807.75,16718
2019-03-02,14334.666368,3822.17,14406.449024,3841.31,14147.4464,3772.25,14326.265472,3819.93,19445
2019-03-01,14305.000704,3814.26,14465.2928,3857.0,14300.312704,3813.01,14337.7792,3823.0,23174
2019-02-28,14319.177216,3818.04,14581.5552,3888.0,14116.018048,3763.87,14302.862976,3813.69,32561
2019-02-27,14286.436224,3809.31,14397.22304,3838.85,13790.858368,3677.17,14319.289728,3818.07,31500
2019-02-26,14358.181376,3828.44,14407.199104,3841.51,14165.2608,3777.0,14286.136192,3809.23,28838
2019-02-25,14039.847424,3743.56,14524.024064,3872.66,14026.496,3740.0,14356.231168,3827.92,38102
2019-02-24,15444.1472,4118.0,15744.1792,4198.0,13923.960064,3712.66,14039.847424,3743.56,62224
2019-02-23,14859.0848,3962.0,15609.239808,4162.02,14750.88576,3933.15,15443.247104,4117.76,33657
2019-02-22,14766.487424,3937.31,14956.5952,3988.0,14726.50816,3926.65,14859.0848,3962.0,23943
2019-02-21,14888.112896,3969.74,15063.406592,4016.48,14630.422912,3901.03,14766.487424,3937.31,31103
2019-02-20,14654.12544,3907.35,14952.769792,3986.98,14516.523264,3870.66,14888.112896,3969.74,36205
2019-02-19,14616.62144,3897.35,14981.047808,3994.52,14461.5424,3856.0,14655.775616,3907.79,50207
2019-02-18,13755.042048,3667.62,14720.32,3925.0,13707.712,3655.0,14621.30944,3898.6,64042
2019-02-17,13566.021888,3617.22,13876.892544,3700.11,13517.94176,3604.4,13754.892032,3667.58,25690
2019-02-16,13510.778496,3602.49,13682.20928,3648.2,13493.601664,3597.91,13570.484864,3618.41,19565
2019-02-15,13466.073728,3590.57,13701.073792,3653.23,13401.86688,3573.45,13510.703488,3602.47,20777
2019-02-14,13532.718336,3608.34,13600.45056,3626.4,13381.839744,3568.11,13466.036224,3590.56,21753
2019-02-13,13619.615104,3631.51,13763.968,3670.0,13470.4992,3591.75,13536.69376,3609.4,25773
2019-02-12,13617.88992,3631.05,13754.96704,3667.6,13435.207936,3582.34,13619.427584,3631.46,29479
2019-02-11,13800.5344,3679.75,13819.84896,3684.9,13559.683712,3615.53,13617.88992,3631.05,24954
2019-02-10,13745.891072,3665.18,13820.186496,3684.99,13538.043904,3609.76,13801.697024,3680.06,23250
2019-02-09,13727.476608,3660.27,13801.547008,3680.02,13595.687552,3625.13,13745.891072,3665.18,24759
2019-02-08,12745.35936,3398.4,14002.418432,3733.58,12650.47424,3373.1,13722.863616,3659.04,47968
2019-02-07,12777.6128,3407.0,12850.55808,3426.45,12713.856,3390.0,12745.35936,3398.4,18665
2019-02-06,13019.776128,3471.57,13061.593088,3482.72,12676.352,3380.0,12771.499648,3405.37,35310
2019-02-05,12988.460288,3463.22,13047.529088,3478.97,12932.991872,3448.43,13019.851136,3471.59,25264
2019-02-04,12969.295744,3458.11,13069.693952,3484.88,12876.285824,3433.31,12988.460288,3463.22,23131
2019-02-03,13141.626624,3504.06,13167.991936,3511.09,12848.8704,3426.0,12969.295744,3458.11,19867
2019-02-02,12984.63488,3462.2,13225.41056,3526.4,12902.463616,3440.29,13144.289408,3504.77,17920
2019-02-01,12879.24864,3434.1,13081.3952,3488.0,12755.86048,3401.2,12984.147328,3462.07,25260
2019-01-31,12967.008,3457.5,13085.89568,3489.2,12821.86752,3418.8,12879.24864,3434.1,29607
2019-01-30,12789.014016,3410.04,13043.8912,3478.0,12702.97984,3387.1,12969.558272,3458.18,23968
2019-01-29,12878.8736,3434.0,12914.31488,3443.45,12563.539968,3349.92,12792.764416,3411.04,29544
2019-01-28,13314.10752,3550.05,13342.9856,3557.75,12677.364608,3380.27,12879.43616,3434.15,40405
2019-01-27,13372.501248,3565.62,13422.6816,3579.0,13073.8944,3486.0,13317.070336,3550.84,22735
2019-01-26,13376.514176,3566.69,13737.490176,3662.94,13295.168,3545.0,13371.1136,3565.25,19476
2019-01-25,13385.440128,3569.07,13453.24736,3587.15,13210.821504,3522.51,13371.263616,3565.29,17608
2019-01-24,13325.058688,3552.97,13460.1856,3589.0,13235.986688,3529.22,13387.502848,3569.62,20826
2019-01-23,13390.465664,3570.41,13531.368192,3607.98,13180.7808,3514.5,13324.496128,3552.82,24938
2019-01-22,13227.210752,3526.88,13533.3184,3608.5,12882.06144,3434.85,13392.415872,3570.93,29336
2019-01-21,13273.640704,3539.26,13349.586304,3559.51,13034.5152,3475.5,13227.28576,3526.9,19644
2019-01-20,13748.0288,3665.75,13852.964992,3693.73,13032.64,3475.0,13273.715712,3539.28,27901
2019-01-19,13482.200448,3594.87,13951.488,3720.0,13479.800192,3594.23,13746.34112,3665.3,22171
2019-01-18,13551.395328,3613.32,13576.448,3620.0,13372.9888,3565.75,13482.200448,3594.87,22713
2019-01-17,13470.836736,3591.84,13631.57888,3634.7,13240.374656,3530.39,13562.233984,3616.21,29755
2019-01-16,13325.396224,3553.06,13670.208,3645.0,13289.579904,3543.51,13470.836736,3591.84,27480
2019-01-15,13599.250432,3626.08,13683.034368,3648.42,13188.731648,3516.62,13325.396224,3553.06,34137
2019-01-14,13042.241024,3477.56,13770.981248,3671.87,13002.711808,3467.02,13599.287936,3626.09,35235
2019-01-13,13441.80864,3584.1,13543.06944,3611.1,12906.25152,3441.3,13039.428224,3476.81,26385
2019-01-12,13506.353024,3601.31,13569.659776,3618.19,13238.912,3530.0,13438.170752,3583.13,21999
2019-01-11,13448.484352,3585.88,13718.9632,3658.0,12995.136,3465.0,13506.353024,3601.31,38338
2019-01-10,14874.311424,3966.06,14986.635904,3996.01,13276.416,3540.0,13448.484352,3585.88,59402
2019-01-09,14834.51968,3955.45,15027.140224,4006.81,14739.222016,3930.04,14876.52416,3966.65,28989
2019-01-08,14914.440704,3976.76,15263.37792,4069.8,14637.8112,3903.0,14833.319552,3955.13,38901
2019-01-07,14955.170048,3987.62,15068.73216,4017.9,14707.306112,3921.53,14909.52768,3975.45,31869
2019-01-06,14143.208448,3771.12,15105.523584,4027.71,14026.496,3740.0,14955.09504,3987.6,36553
2019-01-05,14214.353536,3790.09,14405.248896,3840.99,14067.7504,3751.0,14142.608384,3770.96,30490
2019-01-04,14128.50688,3767.2,14340.179456,3823.64,13889.868928,3703.57,14221.554304,3792.01,29519
2019-01-03,14467.430528,3857.57,14486.820096,3862.74,13988.992,3730.0,14126.931712,3766.78,29406
2019-01-02,14238.20608,3796.45,14559.577856,3882.14,14065.68768,3750.45,14471.143424,3858.56,35156
2019-01-01,13881.092992,3701.23,14289.624064,3810.16,13658.9568,3642.0,14240.793856,3797.14,23741
2018-12-31,14263.221248,3803.12,14289.024,3810.0,13615.189632,3630.33,13887.35616,3702.9,29991
2018-12-30,13864.141184,3696.71,14639.6864,3903.5,13718.58816,3657.9,14258.683264,3801.91,33222
2018-12-29,14397.7856,3839.0,14596.5568,3892.0,13763.968,3670.0,13858.928128,3695.32,38874
2018-12-28,13381.014656,3567.89,14578.7424,3887.25,13276.566016,3540.04,14398.760704,3839.26,45964
2018-12-27,14168.036096,3777.74,14303.950592,3813.98,13257.664,3535.0,13381.089664,3567.91,44097
2018-12-26,14047.348224,3745.56,14390.84736,3837.15,13714.237696,3656.74,14168.036096,3777.74,42629
2018-12-25,15039.516544,4010.11,15076.608,4020.0,13675.496064,3646.41,14048.210816,3745.79,62725
2018-12-24,14737.984384,3929.71,15744.1792,4198.0,14719.682432,3924.83,15031.640704,4008.01,64647
2018-12-23,14809.992064,3948.91,15082.346112,4021.53,14514.048,3870.0,14737.984384,3929.71,40117
2018-12-22,14402.4736,3840.25,14922.8416,3979.0,14195.264,3785.0,14809.992064,3948.91,42822
2018-12-21,15196.095744,4051.86,15526.618496,4139.99,14116.5056,3764.0,14396.510464,3838.66,82343
2018-12-20,13726.501504,3660.01,15451.648,4120.0,13632.704,3635.0,15187.694848,4049.62,101543
2018-12-19,13700.2112,3653.0,14674.302592,3912.73,13586.01152,3622.55,13734.789888,3662.22,94137
2018-12-18,13160.266112,3509.03,13796.183936,3678.59,12843.132288,3424.47,13700.136192,3652.98,61369
2018-12-17,12110.866688,3229.22,13445.184,3585.0,12061.2864,3216.0,13160.453632,3509.08,66761
2018-12-16,12045.197184,3211.71,12353.8176,3294.0,11948.7744,3186.0,12108.803968,3228.67,24628
2018-12-15,12095.752576,3225.19,12288.1856,3276.5,11837.237504,3156.26,12045.234688,3211.72,29796
2018-12-14,12384.045824,3302.06,12509.046656,3335.39,11915.0208,3177.0,12091.927168,3224.17,44492
2018-12-13,12925.303552,3446.38,12976.384,3460.0,12209.4272,3255.5,12384.045824,3302.06,40040
2018-12-12,12673.464192,3379.23,13096.3968,3492.0,12563.84,3350.0,12920.128,3445.0,33922
